feature_id,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length
O43399,reviewed,TPD54_HUMAN,Tumor protein D54 (hD54) (Tumor protein D52-like 2),TPD52L2,Homo sapiens (Human),206
Q8NEN9,reviewed,PDZD8_HUMAN,PDZ domain-containing protein 8 (Sarcoma antigen NY-SAR-84/NY-SAR-104),PDZD8 PDZK8,Homo sapiens (Human),1154
A2RRP1,reviewed,NBAS_HUMAN,NBAS subunit of NRZ tethering complex (Neuroblastoma-amplified gene protein) (Neuroblastoma-amplified sequence),NBAS NAG,Homo sapiens (Human),2371
Q8IV50,reviewed,LYSM2_HUMAN,LysM and putative peptidoglycan-binding domain-containing protein 2,LYSMD2,Homo sapiens (Human),215
P09972,reviewed,ALDOC_HUMAN,Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase),ALDOC ALDC,Homo sapiens (Human),364
P23786,reviewed,CPT2_HUMAN,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",CPT2 CPT1,Homo sapiens (Human),658
Q9H4G4,reviewed,GAPR1_HUMAN,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),GLIPR2 C9orf19 GAPR1,Homo sapiens (Human),154
Q8IUH5,reviewed,ZDH17_HUMAN,Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Acyltransferase ZDHHC17) (EC 2.3.1.-) (DHHC domain-containing cysteine-rich protein 17) (DHHC17) (Huntingtin yeast partner H) (Huntingtin-interacting protein 14) (HIP-14) (Huntingtin-interacting protein 3) (HIP-3) (Huntingtin-interacting protein H) (Putative MAPK-activating protein PM11) (Putative NF-kappa-B-activating protein 205) (Zinc finger DHHC domain-containing protein 17),ZDHHC17 HIP14 HIP3 HYPH KIAA0946 HSPC294,Homo sapiens (Human),632
O43747,reviewed,AP1G1_HUMAN,AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1),AP1G1 ADTG CLAPG1,Homo sapiens (Human),822
Q9UPQ3,reviewed,AGAP1_HUMAN,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1)",AGAP1 CENTG2 KIAA1099,Homo sapiens (Human),857
Q9P2K3,reviewed,RCOR3_HUMAN,REST corepressor 3,RCOR3 KIAA1343,Homo sapiens (Human),495
Q5JRA6,reviewed,TGO1_HUMAN,Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3),MIA3 KIAA0268 TANGO UNQ6077/PRO20088,Homo sapiens (Human),1907
P00403,reviewed,COX2_HUMAN,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),MT-CO2 COII COX2 COXII MTCO2,Homo sapiens (Human),227
Q13813,reviewed,SPTN1_HUMAN,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1 NEAS SPTA2,Homo sapiens (Human),2472
O43488,reviewed,ARK72_HUMAN,Aflatoxin B1 aldehyde reductase member 2 (EC 1.1.1.n11) (AFB1 aldehyde reductase 1) (AFB1-AR 1) (Aldoketoreductase 7) (Succinic semialdehyde reductase) (SSA reductase),AKR7A2 AFAR AFAR1 AKR7,Homo sapiens (Human),359
Q3ZCQ3,reviewed,F174B_HUMAN,Membrane protein FAM174B,FAM174B,Homo sapiens (Human),159
O95139,reviewed,NDUB6_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),NDUFB6,Homo sapiens (Human),128
P17028,reviewed,ZNF24_HUMAN,Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17),ZNF24 KOX17 ZNF191 ZSCAN3,Homo sapiens (Human),368
Q9UHK6,reviewed,AMACR_HUMAN,Alpha-methylacyl-CoA racemase (EC 5.1.99.4) (2-methylacyl-CoA racemase),AMACR,Homo sapiens (Human),382
Q96C11,reviewed,FGGY_HUMAN,FGGY carbohydrate kinase domain-containing protein (D-ribulokinase FGGY) (EC 2.7.1.47),FGGY,Homo sapiens (Human),551
Q15262,reviewed,PTPRK_HUMAN,Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48),PTPRK PTPK,Homo sapiens (Human),1439
Q9BXM9,reviewed,FSD1L_HUMAN,FSD1-like protein (Coiled-coil domain-containing protein 10) (FSD1 N-terminal-like protein),FSD1L CCDC10 CSDUFD1 FSD1CL FSD1NL,Homo sapiens (Human),530
Q49A26,reviewed,GLYR1_HUMAN,Cytokine-like nuclear factor N-PAC (NPAC) (3-hydroxyisobutyrate dehydrogenase-like protein) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa) (Nucleosome-destabilizing factor) (hNDF) (Putative oxidoreductase GLYR1),GLYR1 HIBDL NDF NP60 NPAC,Homo sapiens (Human),553
Q9Y679,reviewed,AUP1_HUMAN,Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1),AUP1,Homo sapiens (Human),410
O15066,reviewed,KIF3B_HUMAN,"Kinesin-like protein KIF3B (HH0048) (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]",KIF3B KIAA0359,Homo sapiens (Human),747
Q96JE9,reviewed,MAP6_HUMAN,Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP),MAP6 KIAA1878,Homo sapiens (Human),813
P26640,reviewed,SYVC_HUMAN,Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS),VARS1 G7A VARS VARS2,Homo sapiens (Human),1264
Q16799,reviewed,RTN1_HUMAN,Reticulon-1 (Neuroendocrine-specific protein),RTN1 NSP,Homo sapiens (Human),776
Q14956,reviewed,GPNMB_HUMAN,Transmembrane glycoprotein NMB (Hematopoietic growth factor inducible neurokinin-1 type),GPNMB HGFIN NMB UNQ1725/PRO9925,Homo sapiens (Human),572
O43924,reviewed,PDE6D_HUMAN,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta (GMP-PDE delta) (Protein p17)",PDE6D PDED,Homo sapiens (Human),150
Q9Y4F1,reviewed,FARP1_HUMAN,"FERM, ARHGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (FERM, RhoGEF and pleckstrin domain-containing protein 1) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)",FARP1 CDEP PLEKHC2,Homo sapiens (Human),1045
L0R6Q1,reviewed,S35U4_HUMAN,SLC35A4 upstream open reading frame protein (SLC35A4 microprotein) (SLC35A4-MP),SLC35A4,Homo sapiens (Human),103
Q13322,reviewed,GRB10_HUMAN,Growth factor receptor-bound protein 10 (GRB10 adapter protein) (Insulin receptor-binding protein Grb-IR),GRB10 GRBIR KIAA0207,Homo sapiens (Human),594
Q6L9W6,reviewed,B4GN3_HUMAN,"Beta-1,4-N-acetylgalactosaminyltransferase 3 (B4GalNAcT3) (Beta4GalNAc-T3) (Beta4GalNAcT3) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase III) (N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2) (NGalNAc-T2)",B4GALNT3,Homo sapiens (Human),998
P33908,reviewed,MA1A1_HUMAN,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)",MAN1A1,Homo sapiens (Human),653
P49207,reviewed,RL34_HUMAN,Large ribosomal subunit protein eL34 (60S ribosomal protein L34),RPL34,Homo sapiens (Human),117
P51798,reviewed,CLCN7_HUMAN,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),CLCN7,Homo sapiens (Human),805
Q9C0B5,reviewed,ZDHC5_HUMAN,Palmitoyltransferase ZDHHC5 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 5) (DHHC-5) (Zinc finger protein 375),ZDHHC5 KIAA1748 ZNF375,Homo sapiens (Human),715
Q96T17,reviewed,MA7D2_HUMAN,MAP7 domain-containing protein 2,MAP7D2,Homo sapiens (Human),732
Q9BZE9,reviewed,ASPC1_HUMAN,Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9),ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9,Homo sapiens (Human),553
Q2TAL8,reviewed,QRIC1_HUMAN,Transcriptional regulator QRICH1 (Glutamine-rich protein 1),QRICH1,Homo sapiens (Human),776
O75170,reviewed,PP6R2_HUMAN,Serine/threonine-protein phosphatase 6 regulatory subunit 2 (SAPS domain family member 2),PPP6R2 KIAA0685 PP6R2 SAPS2,Homo sapiens (Human),966
Q8WUF5,reviewed,IASPP_HUMAN,RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein),PPP1R13L IASPP NKIP1 PPP1R13BL RAI,Homo sapiens (Human),828
Q96T21,reviewed,SEBP2_HUMAN,Selenocysteine insertion sequence-binding protein 2 (SECIS-binding protein 2),SECISBP2 SBP2,Homo sapiens (Human),854
Q96FT9,reviewed,IFT43_HUMAN,Intraflagellar transport protein 43 homolog,IFT43 C14orf179,Homo sapiens (Human),208
P02766,reviewed,TTHY_HUMAN,Transthyretin (ATTR) (Prealbumin) (TBPA),TTR PALB,Homo sapiens (Human),147
Q13201,reviewed,MMRN1_HUMAN,Multimerin-1 (EMILIN-4) (Elastin microfibril interface located protein 4) (Elastin microfibril interfacer 4) (Endothelial cell multimerin) [Cleaved into: Platelet glycoprotein Ia*; 155 kDa platelet multimerin (p-155) (p155)],MMRN1 ECM EMILIN4 GPIA* MMRN,Homo sapiens (Human),1228
Q99766,reviewed,ATP5S_HUMAN,"ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (FB) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)",DMAC2L ATP5S ATPW,Homo sapiens (Human),200
Q9NYU2,reviewed,UGGG1_HUMAN,UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1),UGGT1 GT UGCGL1 UGGT UGT1 UGTR,Homo sapiens (Human),1555
P62847,reviewed,RS24_HUMAN,Small ribosomal subunit protein eS24 (40S ribosomal protein S24),RPS24,Homo sapiens (Human),133
P61018,reviewed,RAB4B_HUMAN,Ras-related protein Rab-4B (EC 3.6.5.2),RAB4B RAB4 PP1596,Homo sapiens (Human),213
Q6ZSJ8,reviewed,CA122_HUMAN,Uncharacterized protein C1orf122 (Protein ALAESM),C1orf122,Homo sapiens (Human),110
O14681,reviewed,EI24_HUMAN,Etoposide-induced protein 2.4 homolog (p53-induced gene 8 protein),EI24 PIG8,Homo sapiens (Human),340
P84085,reviewed,ARF5_HUMAN,ADP-ribosylation factor 5,ARF5,Homo sapiens (Human),180
P33316,reviewed,DUT_HUMAN,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,Homo sapiens (Human),252
Q12792,reviewed,TWF1_HUMAN,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9,Homo sapiens (Human),350
O95613,reviewed,PCNT_HUMAN,Pericentrin (Kendrin) (Pericentrin-B),PCNT KIAA0402 PCNT2,Homo sapiens (Human),3336
Q9NVS9,reviewed,PNPO_HUMAN,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase),PNPO,Homo sapiens (Human),261
Q96LL9,reviewed,DJC30_HUMAN,"DnaJ homolog subfamily C member 30, mitochondrial (Williams-Beuren syndrome chromosomal region 18 protein)",DNAJC30 WBSCR18,Homo sapiens (Human),226
Q96KG9,reviewed,SCYL1_HUMAN,N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase),SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019,Homo sapiens (Human),808
Q8NEZ2,reviewed,VP37A_HUMAN,Vacuolar protein sorting-associated protein 37A (hVps37A) (ESCRT-I complex subunit VPS37A) (Hepatocellular carcinoma-related protein 1),VPS37A HCRP1,Homo sapiens (Human),397
Q3SY69,reviewed,AL1L2_HUMAN,Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2),ALDH1L2,Homo sapiens (Human),923
Q5VWQ8,reviewed,DAB2P_HUMAN,Disabled homolog 2-interacting protein (DAB2 interaction protein) (DAB2-interacting protein) (ASK-interacting protein 1) (AIP-1) (DOC-2/DAB-2 interactive protein),DAB2IP AF9Q34 AIP1 KIAA1743,Homo sapiens (Human),1189
O96000,reviewed,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit),NDUFB10,Homo sapiens (Human),172
O75431,reviewed,MTX2_HUMAN,Metaxin-2 (Mitochondrial outer membrane import complex protein 2),MTX2,Homo sapiens (Human),263
Q9NR28,reviewed,DBLOH_HUMAN,"Diablo IAP-binding mitochondrial protein (Diablo homolog, mitochondrial) (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspases) (SMAC) [Cleaved into: Diablo IAP-binding mitochondrial protein, cleaved form]",DIABLO SMAC,Homo sapiens (Human),239
A6NCE7,reviewed,MP3B2_HUMAN,Microtubule-associated protein 1 light chain 3 beta 2 (Microtubule-associated proteins 1A/1B light chain 3 beta 2) (Microtubule-associated proteins 1A/1B light chain 3B-like) (MAP1A/MAP1B LC3 B-like) (MAP1A/MAP1B light chain 3 B-like),MAP1LC3B2,Homo sapiens (Human),125
O95340,reviewed,PAPS2_HUMAN,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)],PAPSS2 ATPSK2,Homo sapiens (Human),614
Q99961,reviewed,SH3G1_HUMAN,Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1),SH3GL1 CNSA1 SH3D2B,Homo sapiens (Human),368
O00560,reviewed,SDCB1_HUMAN,Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1),SDCBP MDA9 SYCL,Homo sapiens (Human),298
Q8NCJ5,reviewed,SPRY3_HUMAN,SPRY domain-containing protein 3,SPRYD3,Homo sapiens (Human),442
Q9UQ90,reviewed,SPG7_HUMAN,Mitochondrial inner membrane m-AAA protease component paraplegin (EC 3.4.24.-) (EC 3.6.-.-) (Cell matrix adhesion regulator) (Paraplegin) (Spastic paraplegia 7 protein),SPG7 CAR CMAR PGN,Homo sapiens (Human),795
Q9Y224,reviewed,RTRAF_HUMAN,"tRNA-splicing ligase complex subunit RTRAF (CLE7 homolog) (CLE) (hCLE) (RNA transcription, translation and transport factor protein)",RTRAF C14orf166 CGI-99,Homo sapiens (Human),244
Q6PKG0,reviewed,LARP1_HUMAN,La-related protein 1 (La ribonucleoprotein domain family member 1),LARP1 KIAA0731 LARP,Homo sapiens (Human),1096
Q5T6V5,reviewed,QNG1_HUMAN,Queuosine 5'-phosphate N-glycosylase/hydrolase (EC 3.2.2.-) (Q-nucleotide N-glycosylase 1) (Queuine salvage protein QNG1) (Queuosine-nucleotide N-glycosylase/hydrolase),QNG1 C9orf64,Homo sapiens (Human),341
Q6U841,reviewed,S4A10_HUMAN,Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10),SLC4A10 NBCN2 NCBE,Homo sapiens (Human),1118
P52701,reviewed,MSH6_HUMAN,DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160),MSH6 GTBP,Homo sapiens (Human),1360
Q96DN0,reviewed,ERP27_HUMAN,Endoplasmic reticulum resident protein 27 (ER protein 27) (ERp27) (Inactive protein disulfide-isomerase 27),ERP27 C12orf46 UNQ781/PRO1575,Homo sapiens (Human),273
Q04837,reviewed,SSBP_HUMAN,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)",SSBP1 SSBP,Homo sapiens (Human),148
P11233,reviewed,RALA_HUMAN,Ras-related protein Ral-A (EC 3.6.5.2),RALA RAL,Homo sapiens (Human),206
P07738,reviewed,PMGE_HUMAN,"Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)",BPGM,Homo sapiens (Human),259
O75381,reviewed,PEX14_HUMAN,Peroxisomal membrane protein PEX14 (PTS1 receptor-docking protein) (Peroxin-14) (Peroxisomal membrane anchor protein PEX14),PEX14,Homo sapiens (Human),377
P22413,reviewed,ENPP1_HUMAN,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Alkaline phosphodiesterase I) (EC 3.1.4.1) (Membrane component chromosome 6 surface marker 1) (Nucleotide diphosphatase) (Nucleotide pyrophosphatase) (NPPase) (EC 3.6.1.9) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form]",ENPP1 M6S1 NPPS PC1 PDNP1,Homo sapiens (Human),925
Q8N392,reviewed,RHG18_HUMAN,Rho GTPase-activating protein 18 (MacGAP) (Rho-type GTPase-activating protein 18),ARHGAP18,Homo sapiens (Human),663
P06865,reviewed,HEXA_HUMAN,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha),HEXA,Homo sapiens (Human),529
Q6P2Q9,reviewed,PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220),PRPF8 PRPC8,Homo sapiens (Human),2335
O75886,reviewed,STAM2_HUMAN,Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein),STAM2 HBP,Homo sapiens (Human),525
Q9UIS9,reviewed,MBD1_HUMAN,Methyl-CpG-binding domain protein 1 (CXXC-type zinc finger protein 3) (Methyl-CpG-binding protein MBD1) (Protein containing methyl-CpG-binding domain 1),MBD1 CXXC3 PCM1,Homo sapiens (Human),605
P37235,reviewed,HPCL1_HUMAN,Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3) (VILIP-3),HPCAL1 BDR1,Homo sapiens (Human),193
Q8TEQ6,reviewed,GEMI5_HUMAN,Gem-associated protein 5 (Gemin5),GEMIN5,Homo sapiens (Human),1508
P00167,reviewed,CYB5_HUMAN,Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5),CYB5A CYB5,Homo sapiens (Human),134
Q6PUV4,reviewed,CPLX2_HUMAN,Complexin-2 (Complexin II) (CPX II) (Synaphin-1),CPLX2,Homo sapiens (Human),134
P81605,reviewed,DCD_HUMAN,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],DCD AIDD DSEP,Homo sapiens (Human),110
Q03113,reviewed,GNA12_HUMAN,Guanine nucleotide-binding protein subunit alpha-12 (G alpha-12) (G-protein subunit alpha-12),GNA12,Homo sapiens (Human),381
Q9NWU1,reviewed,OXSM_HUMAN,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase)",OXSM,Homo sapiens (Human),459
Q8IXK0,reviewed,PHC2_HUMAN,Polyhomeotic-like protein 2 (hPH2) (Early development regulatory protein 2),PHC2 EDR2 PH2,Homo sapiens (Human),858
P17152,reviewed,TMM11_HUMAN,"Transmembrane protein 11, mitochondrial (Protein PM1) (Protein PMI)",TMEM11 C17orf35 PM1,Homo sapiens (Human),192
P82675,reviewed,RT05_HUMAN,"Small ribosomal subunit protein uS5m (28S ribosomal protein S5, mitochondrial) (MRP-S5) (S5mt)",MRPS5,Homo sapiens (Human),430
P61165,reviewed,TM258_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TMEM258 (Oligosaccharyl transferase subunit TMEM258) (Transmembrane protein 258),TMEM258 C11orf10 HSPC005,Homo sapiens (Human),79
Q9H3Q1,reviewed,BORG4_HUMAN,Cdc42 effector protein 4 (Binder of Rho GTPases 4),CDC42EP4 BORG4 CEP4,Homo sapiens (Human),356
Q9NWS8,reviewed,RMND1_HUMAN,Required for meiotic nuclear division protein 1 homolog,RMND1 C6orf96,Homo sapiens (Human),449
Q9NT62,reviewed,ATG3_HUMAN,Ubiquitin-like-conjugating enzyme ATG3 (EC 2.3.2.-) (Autophagy-related protein 3) (APG3-like) (hApg3) (Protein PC3-96),ATG3 APG3 APG3L,Homo sapiens (Human),314
P62906,reviewed,RL10A_HUMAN,Large ribosomal subunit protein uL1 (60S ribosomal protein L10a) (CSA-19) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6),RPL10A NEDD6,Homo sapiens (Human),217
Q5QNW6,reviewed,H2B2F_HUMAN,Histone H2B type 2-F (H2B-clustered histone 18),H2BC18 HIST2H2BF,Homo sapiens (Human),126
Q9UBV2,reviewed,SE1L1_HUMAN,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L),SEL1L TSA305 UNQ128/PRO1063,Homo sapiens (Human),794
Q5U5X0,reviewed,LYRM7_HUMAN,Complex III assembly factor LYRM7 (LYR motif-containing protein 7),LYRM7 C5orf31 MZM1L,Homo sapiens (Human),104
P58499,reviewed,FAM3B_HUMAN,Protein FAM3B (Cytokine-like protein 2-21) (Pancreatic-derived factor) (PANDER),FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365,Homo sapiens (Human),235
Q8IY21,reviewed,DDX60_HUMAN,Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60),DDX60,Homo sapiens (Human),1712
Q02413,reviewed,DSG1_HUMAN,Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen),DSG1 CDHF4,Homo sapiens (Human),1049
O00182,reviewed,LEG9_HUMAN,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),LGALS9,Homo sapiens (Human),355
O60518,reviewed,RNBP6_HUMAN,Ran-binding protein 6 (RanBP6),RANBP6,Homo sapiens (Human),1105
P84095,reviewed,RHOG_HUMAN,Rho-related GTP-binding protein RhoG,RHOG ARHG,Homo sapiens (Human),191
P30049,reviewed,ATPD_HUMAN,"ATP synthase F(1) complex subunit delta, mitochondrial (ATP synthase F1 subunit delta) (F-ATPase delta subunit)",ATP5F1D ATP5D,Homo sapiens (Human),168
Q9NS69,reviewed,TOM22_HUMAN,Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog),TOMM22 TOM22,Homo sapiens (Human),142
Q8IWX8,reviewed,CHERP_HUMAN,Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6),CHERP DAN26 SCAF6,Homo sapiens (Human),916
Q9BVC5,reviewed,ASHWN_HUMAN,tRNA-splicing ligase complex subunit ASW,C2orf49 ASW,Homo sapiens (Human),232
O15127,reviewed,SCAM2_HUMAN,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),SCAMP2,Homo sapiens (Human),329
O00571,reviewed,DDX3X_HUMAN,"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)",DDX3X DBX DDX3,Homo sapiens (Human),662
